order_id,pickup_lat,pickup_lon,drop_lat,drop_lon,distance_km,order_hour,day_of_week,is_weekend,is_peak_hour,weather,traffic_density,rider_experience_days,num_items,delivery_time_min
ORD124698,12.98835869555484,77.60288028377335,12.981207935556485,77.60480239443993,0.822,3,5,1,0,clear,high,317.1,3,13.12
ORD113294,12.971334737076106,77.59324853854227,12.989627598469735,77.59349534807173,2.034,5,6,1,0,clear,high,67.9,5,20.34
ORD101780,12.961344922213682,77.60479701950108,12.985653198210738,77.598091225853,2.799,23,0,0,0,cloudy,medium,138.8,6,21.73
ORD106796,12.993656400478905,77.61097513974916,12.973998981521408,77.59622892867606,2.708,18,5,1,0,rain,medium,224.0,2,20.48
ORD100345,12.981554753431828,77.60880827569488,12.960445256270944,77.60219900136333,2.454,7,3,0,0,clear,high,82.9,4,22.19
ORD111163,12.986663183923422,77.59508132800033,12.962587433671128,77.59056260994856,2.722,17,2,0,0,cloudy,medium,44.1,2,15.72
ORD106539,12.9812440590696,77.58350954426955,12.989483916303657,77.5815303789361,0.941,21,2,0,1,clear,medium,38.4,2,16.31
ORD132738,12.98908553910687,77.58901681423195,12.977441483248073,77.58340877679267,1.43,23,2,0,0,cloudy,medium,272.3,4,11.19
ORD131746,12.974637172956529,77.61172512422864,12.985841526980069,77.6034415098566,1.536,2,0,0,0,clear,low,187.0,5,12.23
ORD113739,12.990490961618633,77.60680088529803,12.99404217177441,77.5956321671499,1.273,14,3,0,0,cloudy,medium,139.8,3,14.45
ORD113965,12.985295454731562,77.60990921366356,12.966812313569173,77.60482438114278,2.128,11,5,1,0,clear,medium,5.4,1,13.93
ORD114390,12.960299416954136,77.60609598259055,12.986930284127208,77.60162084220079,3.001,14,0,0,0,clear,low,598.4,4,15.29
ORD120012,12.964756758380245,77.59036105069363,12.964062654010641,77.61240747130002,2.39,12,1,0,1,clear,medium,10.0,5,22.86
ORD101903,12.96123589742291,77.58563725796564,12.961776749575954,77.5909454087116,0.578,8,2,0,0,cloudy,medium,35.6,2,10.64
ORD101967,12.97267824045783,77.58670582989296,12.991392226097782,77.58934327805572,2.1,20,1,0,1,clear,high,115.5,3,23.62
ORD100098,12.960889669436044,77.61197600021237,12.967180583540552,77.59639139781828,1.828,22,5,1,0,clear,high,130.6,5,17.57
ORD112451,12.987360279309579,77.60719934554466,12.966326091082598,77.59612951654253,2.629,18,3,0,0,clear,medium,633.3,2,15.54
ORD106511,12.987399701629533,77.58509423601468,12.969825076055576,77.61169330341828,3.482,9,1,0,0,cloudy,high,8.5,1,26.04
ORD117281,12.972613944179184,77.60051752693043,12.990429245121303,77.61104944078185,2.286,0,2,0,0,clear,medium,6.0,2,16.74
ORD128333,12.966531217618172,77.59794706632933,12.994664174810337,77.60349451095537,3.185,15,0,0,0,cloudy,high,14.2,4,22.66
ORD113387,12.966480776589568,77.60484473479057,12.973245923357945,77.61250929752921,1.121,16,0,0,0,clear,low,9.4,2,6.84
ORD101710,12.965320869859504,77.59030784888651,12.99003178842115,77.58666187245582,2.776,13,2,0,1,clear,high,175.4,9,27.84
ORD108827,12.971515200538178,77.60956018133294,12.978223594200422,77.58357743649633,2.913,13,2,0,1,clear,medium,209.3,6,21.96
ORD100307,12.971303476552944,77.60642200310247,12.971910159444088,77.60336187119145,0.338,15,1,0,0,clear,high,72.2,8,12.76
ORD105932,12.96869006178708,77.59330170893261,12.985793857284508,77.5830939772896,2.2,16,5,1,0,cloudy,medium,492.8,1,11.93
ORD113599,12.99287284476599,77.59750083376612,12.983609881061422,77.59848782387682,1.036,15,6,1,0,rain,high,81.1,1,15.15
ORD132610,12.971539606293884,77.59725225698605,12.972563995921973,77.60251363889004,0.581,22,2,0,0,clear,medium,136.6,1,6.78
ORD111453,12.97398272663412,77.6083508709816,12.968934111359607,77.60463335138564,0.691,13,2,0,1,cloudy,high,484.4,4,12.33
ORD114010,12.98908795425748,77.5805379688383,12.97802923096124,77.6140486272565,3.834,2,4,0,0,clear,medium,20.5,4,25.57
ORD108943,12.992524134131926,77.6072246980562,12.973598345000807,77.6013760676904,2.198,4,5,1,0,cloudy,medium,105.4,8,18.3
ORD110861,12.971883512169574,77.58527300291247,12.972771396418223,77.6116800561401,2.863,6,5,1,0,cloudy,high,401.0,1,21.14
ORD110932,12.96731111124502,77.58998251252449,12.979855730224276,77.59763798004363,1.623,11,2,0,0,cloudy,medium,295.3,3,13.38
ORD132530,12.982423476888249,77.59028677316972,12.967799383280612,77.60767243401175,2.489,13,1,0,1,clear,high,63.8,1,18.62
ORD131154,12.976566866888351,77.60627627681369,12.970420811283011,77.60863415523082,0.73,3,3,0,0,rain,medium,241.1,3,13.76
ORD100702,12.971781149736788,77.60529417322441,12.983962785993825,77.58952115315238,2.181,14,5,1,0,rain,medium,352.6,3,19.11
ORD102438,12.978949266257166,77.58388725593245,12.967110793627885,77.58246540149817,1.325,21,1,0,1,clear,medium,26.1,2,18.08
ORD102202,12.974789194990919,77.59834539858039,12.98252851557364,77.58605526538958,1.586,8,0,0,0,rain,medium,90.7,1,18.09
ORD114253,12.988950256842635,77.58466938116692,12.974721718936472,77.59827702933009,2.163,13,4,0,1,cloudy,medium,186.7,4,22.03
ORD111789,12.982454960344779,77.59330605666092,12.968091541959135,77.59412070701347,1.6,8,4,0,0,rain,medium,344.6,5,20.29
ORD100334,12.961610092470762,77.58706199696508,12.973780770117495,77.59463063562262,1.582,5,6,1,0,clear,high,708.1,3,16.77
ORD126356,12.964214381840076,77.608753835043,12.970067863788326,77.60553457479415,0.738,9,4,0,0,cloudy,high,13.1,3,11.48
ORD132706,12.993285438001386,77.60445041129061,12.976410025817708,77.59428841947637,2.176,12,4,0,1,rain,medium,261.9,4,22.82
ORD100034,12.993797121157609,77.58277856241516,12.985850448388534,77.61232584921447,3.321,11,6,1,0,clear,high,105.2,4,24.59
ORD110515,12.977294400939945,77.60974187729742,12.992926515113709,77.58001270222869,3.66,16,4,0,0,rain,medium,311.1,1,25.33
ORD114322,12.981991772785452,77.58748376416787,12.97540768103876,77.58679270970167,0.736,17,6,1,0,cloudy,low,171.2,3,10.25
ORD112472,12.970231665894918,77.59301318484357,12.98145669220304,77.61070775680659,2.288,1,5,1,0,clear,high,126.2,3,22.14
ORD104331,12.964626288021385,77.59061634855664,12.98162349038326,77.5873478874911,1.923,1,3,0,0,clear,low,751.6,6,12.04
ORD114014,12.969291562874918,77.5991192321442,12.967194801272704,77.60963090372302,1.163,19,3,0,1,clear,low,18.4,3,11.45
ORD113041,12.982439181276819,77.60462313123499,12.993025757313296,77.60198227747755,1.211,6,5,1,0,storm,low,427.5,3,17.48
ORD102289,12.966863419945843,77.58854397744342,12.988895510357944,77.58543410657228,2.473,19,1,0,1,clear,high,226.5,3,25.29
ORD112784,12.978994543653982,77.58627517322175,12.976568135455095,77.60863481779455,2.438,3,2,0,0,clear,low,75.4,4,14.81
ORD102932,12.9627459535711,77.59879728060295,12.979873955112513,77.60049584979306,1.913,19,6,1,1,cloudy,medium,382.2,5,16.3
ORD121028,12.969023899357758,77.59521215495003,12.989111162367774,77.58604460693486,2.445,17,0,0,0,cloudy,medium,175.9,1,16.95
ORD108665,12.979559430483413,77.60783965909447,12.972760104757445,77.58839662063885,2.238,17,3,0,0,cloudy,high,75.6,1,18.12
ORD114247,12.986363274500807,77.60165995192168,12.965734084037003,77.6044886324956,2.314,15,4,0,0,clear,low,183.1,3,14.4
ORD114250,12.963403897554944,77.61304075491607,12.976311324640449,77.58666229077747,3.198,23,3,0,0,clear,high,183.1,5,26.05
ORD101398,12.98160007453114,77.60000861395666,12.970029407174891,77.61397311884663,1.986,9,1,0,0,cloudy,medium,15.0,5,21.14
ORD111748,12.968542220786503,77.6091775144893,12.964172741207209,77.60008131320242,1.099,7,0,0,0,rain,medium,176.0,4,12.3
ORD104344,12.980580016220037,77.58883973144285,12.989876495616908,77.60068878290423,1.648,1,2,0,0,clear,high,168.1,3,14.42
ORD102508,12.989643909897246,77.58022959103631,12.960995294395273,77.60543282733607,4.196,15,6,1,0,clear,high,598.6,6,25.28
ORD100026,12.966988582375544,77.60981991687477,12.986761225797457,77.58116536114623,3.804,11,6,1,0,clear,high,41.2,2,25.12
ORD121040,12.984743886296943,77.59226011262402,12.993757335952392,77.59880084323314,1.227,16,5,1,0,rain,medium,536.8,3,14.17
ORD127672,12.985055331282249,77.5980753592215,12.970352654369023,77.60889906099146,2.012,14,1,0,0,clear,medium,259.9,6,17.7
ORD111015,12.992342723185299,77.5862654751558,12.993946570008104,77.58632337181604,0.178,8,6,1,0,clear,medium,48.0,2,5.46
ORD101631,12.972165003348366,77.61031269585277,12.985348497078741,77.59259687671347,2.415,2,3,0,0,cloudy,high,203.1,3,17.93
ORD113497,12.963305996794405,77.61103021224727,12.973824033106078,77.58583973267093,2.97,22,2,0,0,rain,low,302.1,4,20.41
ORD100091,12.984963567552805,77.58040226975227,12.962773965582246,77.59008553675007,2.681,20,0,0,1,storm,medium,410.4,4,26.6
ORD114239,12.966140923956894,77.5909191944725,12.985178474082858,77.59713852255243,2.222,17,3,0,0,clear,low,26.2,3,18.6
ORD111162,12.989217947240297,77.58608750511017,12.976482710603811,77.59579486652278,1.764,21,4,0,1,clear,low,27.6,2,14.48
ORD113466,12.978546471153175,77.59593603310354,12.97329787887046,77.59349093621387,0.641,20,1,0,1,storm,medium,63.2,1,21.01
ORD100149,12.969752626248281,77.58226952003771,12.980466078877251,77.59507129928828,1.828,12,5,1,1,clear,low,369.1,2,14.76
ORD110907,12.974508229028656,77.58923048159757,12.988546211670743,77.61188658977704,2.909,8,2,0,0,clear,medium,47.9,3,20.35
ORD108013,12.967743323693234,77.59897462327736,12.994005955652556,77.61202693960463,3.245,18,0,0,0,cloudy,low,4.3,3,22.14
ORD112684,12.978244478241216,77.60694566500075,12.963016048269294,77.58194438870215,3.195,12,2,0,1,cloudy,medium,88.3,5,29.25
ORD101057,12.974067581976323,77.60550136829492,12.97233408491911,77.58840825564259,1.862,1,4,0,0,rain,low,276.5,1,18.45
ORD110904,12.981306541379535,77.59122076183539,12.966517625455717,77.60071477556326,1.94,6,5,1,0,cloudy,medium,162.1,3,16.74
ORD103634,12.963282178418996,77.60815358579359,12.990958685791199,77.61147996200562,3.099,14,2,0,0,clear,high,155.1,7,25.39
ORD120208,12.980931603786345,77.60106220045303,12.99455017255332,77.5876616669042,2.098,18,6,1,0,clear,high,211.5,7,19.78
ORD114279,12.979913951181643,77.60710928859534,12.981282352383596,77.60928701671885,0.281,20,6,1,1,clear,medium,137.0,3,7.46
ORD104827,12.965864828875658,77.60796212199254,12.967287841529213,77.61321698261645,0.591,12,4,0,1,clear,medium,178.2,4,9.33
ORD110720,12.983757159423215,77.58896748041468,12.987762274066437,77.6137010071386,2.717,2,2,0,0,clear,low,12.9,4,15.52
ORD122832,12.97343837085092,77.59198596374766,12.983651587658727,77.60605232932764,1.901,2,2,0,0,clear,medium,133.7,6,17.45
ORD124830,12.960848315795747,77.60307992088175,12.973003849487938,77.59593814976606,1.557,14,4,0,0,clear,medium,57.8,1,14.37
ORD120903,12.984893420713103,77.6020430557768,12.992300522219354,77.5849924045305,2.023,6,0,0,0,cloudy,low,16.5,2,14.29
ORD100468,12.967825854348181,77.60981738751823,12.990806572335448,77.61228015572847,2.569,9,0,0,0,clear,medium,224.2,1,13.85
ORD132658,12.96669655106016,77.58219202543944,12.978171124466318,77.61144661024007,3.417,6,3,0,0,clear,medium,178.2,3,20.04
ORD100167,12.966528147863995,77.60025211713459,12.98997161675274,77.61439892434097,3.024,11,4,0,0,cloudy,high,155.0,4,24.35
ORD100771,12.989625830210707,77.60703133009943,12.962192228969375,77.59411671171144,3.356,18,2,0,0,rain,low,161.6,2,24.22
ORD113762,12.961954337730678,77.59136729541363,12.971142797278217,77.60265977188764,1.594,18,5,1,0,clear,high,66.0,2,16.24
ORD114581,12.961486481867095,77.60139069968564,12.961770455840563,77.61044211753149,0.981,2,6,1,0,clear,high,720.6,2,16.28
ORD110943,12.971200384623648,77.60125624508986,12.986058141516159,77.6130493164087,2.089,16,0,0,0,clear,high,116.0,4,21.09
ORD113953,12.987548539638755,77.59363101318621,12.98717398019073,77.61464170823969,2.277,11,3,0,0,clear,medium,410.9,3,16.24
ORD119249,12.98144314365032,77.6100506261714,12.960914336083162,77.58492746987326,3.553,23,0,0,0,cloudy,medium,41.5,3,24.02
ORD104697,12.9777715243366,77.59782271965845,12.971608144849151,77.59173063467533,0.952,19,0,0,1,clear,medium,67.4,2,13.6
ORD126553,12.962103092346016,77.60700730300131,12.977666747257743,77.58984348197843,2.54,18,6,1,0,clear,medium,144.1,3,17.47
ORD110946,12.962034682685939,77.60815317277768,12.9689282032503,77.61428919945105,1.015,0,5,1,0,cloudy,low,122.0,5,15.9
ORD110000,12.973077428646334,77.61254872277952,12.963280968533939,77.60356271981253,1.461,5,1,0,0,clear,medium,59.6,3,10.31
ORD112518,12.97488578526054,77.6068424688239,12.97926797598325,77.5858314098165,2.328,7,5,1,0,rain,high,121.8,3,19.35
ORD106336,12.965888280268798,77.60819333486847,12.988972845279694,77.61245425356537,2.608,14,2,0,0,cloudy,high,29.6,2,23.22
ORD110025,12.965325176042183,77.58066249471875,12.984955001662263,77.58628485528037,2.266,1,5,1,0,cloudy,high,367.6,3,20.54
ORD110878,12.96350811573617,77.5810408558183,12.97870704608471,77.60692370296069,3.274,5,1,0,0,storm,high,22.7,4,31.8
ORD101661,12.978048779969377,77.59330483284877,12.991165355757486,77.59321918056581,1.459,15,3,0,0,cloudy,medium,18.1,3,13.36
ORD106987,12.976474708156058,77.58307552706819,12.978831832848682,77.59714517339322,1.547,7,1,0,0,clear,medium,146.3,4,12.85
ORD114519,12.97518047590136,77.59911027598669,12.989259856070532,77.59332021641212,1.687,12,2,0,1,cloudy,medium,498.1,3,19.36
ORD112400,12.986030788523335,77.58130824486642,12.971633317132467,77.58964258049346,1.838,19,6,1,1,cloudy,high,45.3,2,19.41
ORD106974,12.979131522888228,77.59629746009816,12.98195971475451,77.58436133284278,1.331,13,2,0,1,clear,medium,364.5,2,11.36
ORD102074,12.990785364923303,77.58749405618244,12.960449654930743,77.58768444717292,3.373,7,4,0,0,clear,high,35.7,2,21.91
ORD112143,12.966131120229647,77.58399767614884,12.966055624211815,77.59693985740951,1.402,6,1,0,0,rain,high,9.7,1,16.2
ORD110343,12.984667854264627,77.61044583595321,12.96198770228361,77.59731638678818,2.896,11,6,1,0,cloudy,medium,69.9,1,19.56
ORD112409,12.994273335891199,77.5876743272974,12.96699987401851,77.58166563255645,3.102,18,0,0,0,cloudy,low,898.5,6,17.22
ORD114187,12.993935021814279,77.60542442746362,12.991173081764622,77.59446893247978,1.226,12,6,1,1,clear,low,12.3,5,13.5
ORD127810,12.976551883134091,77.58059263568043,12.979984218189559,77.58002710178152,0.387,22,5,1,0,clear,medium,214.7,6,12.08
ORD110976,12.992813409536584,77.6128544359732,12.964764356425821,77.59364423924453,3.75,8,4,0,0,clear,medium,180.7,4,25.82
ORD106279,12.966822996913956,77.59303064708769,12.966623110149069,77.59927629511151,0.677,1,5,1,0,rain,low,378.1,5,8.41
ORD100452,12.974847770323644,77.59923626273903,12.991352379083532,77.61347908932636,2.398,6,6,1,0,clear,medium,28.0,4,14.77
ORD113775,12.992818873575581,77.5888650309326,12.983961778479998,77.59675807568057,1.304,19,3,0,1,clear,medium,281.4,1,14.33
ORD132666,12.982580952427409,77.61059975579724,12.96882221296089,77.60962112705532,1.534,14,6,1,0,clear,high,55.1,4,17.83
ORD109955,12.972231594183642,77.58146771683698,12.967463595138964,77.59898239641534,1.971,17,4,0,0,clear,low,286.2,3,10.47
ORD100873,12.974305695988434,77.58858596024517,12.991244924525368,77.59622967306943,2.058,18,4,0,0,storm,medium,58.7,2,20.83
ORD100420,12.987705266530405,77.61450747385669,12.978646072199835,77.59212538374899,2.626,16,3,0,0,rain,high,218.7,2,23.53
ORD100839,12.982129250077183,77.59939558578063,12.964798180239413,77.58373700785565,2.568,12,4,0,1,clear,medium,135.1,4,19.27
ORD114498,12.97211008445403,77.61138202005124,12.984994531724354,77.58593947847409,3.107,12,1,0,1,cloudy,low,135.0,5,23.9
ORD121576,12.97646387234954,77.58103711481465,12.968009997896777,77.59645339871793,1.917,14,2,0,0,rain,high,38.2,2,23.13
ORD104386,12.99359268571417,77.5981506240141,12.963219918662675,77.61036996649015,3.628,13,3,0,1,cloudy,medium,235.1,3,29.43
ORD131810,12.97049838720679,77.61274807244408,12.989890480090452,77.60456506979826,2.331,5,2,0,0,clear,low,4.9,1,15.95
ORD114177,12.980522744946303,77.58616228484442,12.98652666799484,77.59306500382878,1.003,0,0,0,0,clear,high,357.4,2,13.68
ORD114379,12.961247042838655,77.58895184942754,12.985905161631484,77.5832443101847,2.811,2,6,1,0,rain,medium,150.9,4,21.75
ORD130370,12.989440433279166,77.60159567229798,12.975848413407098,77.580842678197,2.709,12,5,1,1,clear,high,185.0,3,25.07
ORD118773,12.980010805890611,77.60467415714481,12.965084603190192,77.5864088485887,2.583,7,5,1,0,clear,low,98.7,2,17.33
ORD110930,12.990226805032197,77.58770125098671,12.972751983930468,77.61485168955642,3.526,22,6,1,0,cloudy,low,330.8,1,21.18
ORD132642,12.98207284385589,77.60581507987845,12.975620801551353,77.58189439602056,2.689,21,2,0,1,cloudy,medium,226.4,6,26.84
ORD113673,12.970029158949384,77.60405587255326,12.965579672929735,77.60513158751297,0.508,14,0,0,0,rain,high,103.5,2,17.7
ORD101826,12.961468292820108,77.59577425676783,12.973142166842297,77.61158380568362,2.149,14,1,0,0,clear,medium,227.8,4,13.43
ORD112584,12.967577169854314,77.58699664107594,12.983549321462595,77.58110684770021,1.887,13,5,1,1,clear,low,21.5,6,15.13
ORD113865,12.98344030527409,77.59639175108084,12.965781285783088,77.58028924033094,2.627,7,2,0,0,rain,medium,40.2,1,21.27
ORD104366,12.962803700431337,77.58984529594265,12.981495593734328,77.58541735934749,2.133,5,5,1,0,cloudy,low,207.4,1,12.17
ORD110717,12.966839790532342,77.59021376883199,12.97777760047626,77.58292381988072,1.45,1,3,0,0,clear,low,127.8,5,12.06
ORD113288,12.970202985042052,77.5877664498542,12.988978682817908,77.59872665312761,2.402,13,0,0,1,clear,high,160.3,5,22.71
ORD100209,12.965628281799614,77.59715245182518,12.961938214445876,77.58117995140819,1.779,5,5,1,0,clear,low,770.2,1,9.61
ORD105310,12.971753572762454,77.58851403691231,12.983455093661917,77.5960290329542,1.535,0,5,1,0,clear,high,69.3,2,16.97
ORD113861,12.970399100534475,77.58068163635119,12.988149472678694,77.60486018072639,3.28,21,3,0,1,clear,low,51.1,4,23.72
ORD131682,12.98727681030209,77.58250310331857,12.984644247611614,77.59752547465683,1.654,4,4,0,0,clear,low,56.1,5,12.03
ORD110777,12.986212117416748,77.59749480925292,12.970641511636904,77.61494772675874,2.564,22,0,0,0,rain,medium,73.9,4,23.41
ORD114358,12.990675024619485,77.60346744677896,12.96383192468103,77.59392691474956,3.159,14,1,0,0,clear,low,80.3,1,16.32
ORD114355,12.974984481774856,77.59354951201014,12.960020450745272,77.61159506089369,2.568,22,3,0,0,rain,low,31.9,1,18.55
ORD100883,12.96364380036946,77.60404277061846,12.994983631612758,77.60258851495247,3.488,7,3,0,0,clear,medium,97.0,4,20.76
ORD114162,12.984941163948916,77.58898586672409,12.980662650243938,77.59379494995882,0.706,23,2,0,0,clear,medium,206.6,2,11.44
ORD100227,12.973758420363337,77.59969402708116,12.991837864961978,77.59658967746371,2.038,23,6,1,0,clear,low,28.1,1,13.72
ORD106637,12.980557945400145,77.59430876267413,12.98925958210365,77.60195660447617,1.274,7,2,0,0,clear,high,19.1,2,16.69
ORD110977,12.985782985732657,77.61175348100632,12.970687966274015,77.5800189936357,3.826,9,3,0,0,cloudy,low,5.4,1,22.97
ORD114002,12.982819079987303,77.58703946706093,12.993066490726862,77.59855597354856,1.69,21,6,1,1,storm,low,101.2,3,19.7
ORD101007,12.989721847804786,77.58054432867428,12.97869350294602,77.58722239164439,1.424,15,5,1,0,clear,medium,34.8,5,10.57
ORD129983,12.985861706901591,77.60709289990999,12.965645777683749,77.598498141033,2.433,16,4,0,0,clear,medium,252.3,7,17.61
ORD105114,12.969982203093815,77.59995642328714,12.99311431557872,77.58379163772248,3.112,15,0,0,0,cloudy,medium,194.7,1,20.15
ORD103410,12.974391703129811,77.58617619067525,12.984423091218085,77.58704709610626,1.119,3,2,0,0,clear,low,153.4,1,10.22
ORD107661,12.981751254792988,77.59775796295366,12.992956164046868,77.60446600607938,1.442,21,0,0,1,clear,low,74.7,3,11.26
ORD112616,12.962859638586078,77.60239427653705,12.98016841026295,77.58596624719416,2.622,1,1,0,0,cloudy,low,25.4,4,17.66
ORD125536,12.983809541663803,77.61118118909968,12.973003772251062,77.5968829876294,1.961,6,6,1,0,clear,medium,580.0,3,15.26
ORD105536,12.965093041897559,77.61281938026643,12.972262424960185,77.58301252430556,3.327,4,3,0,0,cloudy,medium,351.6,4,24.73
ORD114383,12.965219728774665,77.58317593297896,12.965679068300478,77.61162920867788,3.084,19,5,1,1,clear,medium,20.0,1,25.14
ORD100131,12.967773773366476,77.59653428050132,12.976377989692935,77.60008030737802,1.031,19,0,0,1,cloudy,medium,76.3,4,15.94
ORD101792,12.977927767228444,77.58840806393883,12.966482060018059,77.59679705224032,1.564,18,3,0,0,clear,high,61.9,1,19.09
ORD106931,12.963273204325928,77.60744513194493,12.962280255520476,77.61422303613465,0.743,1,4,0,0,clear,high,65.8,5,15.83
ORD113869,12.976102318363528,77.58545918761031,12.994580271037508,77.59987342011088,2.581,10,6,1,0,cloudy,low,41.4,3,15.6
ORD119471,12.994142167441586,77.61323750904175,12.984581102092335,77.61435065040357,1.07,4,4,0,0,storm,high,16.9,1,22.16
ORD120972,12.96879616390192,77.60770752350223,12.965851912939208,77.59243520087291,1.687,14,5,1,0,rain,medium,92.9,1,19.29
ORD106507,12.99202985871417,77.59186750004476,12.98560783930571,77.61448891848958,2.553,7,2,0,0,clear,medium,502.5,4,16.99
ORD111737,12.982553865679865,77.59350309410955,12.979813984235808,77.59610724004926,0.415,0,0,0,0,clear,low,65.8,4,9.06
ORD121514,12.981012413992818,77.5845850746025,12.985058413874688,77.59240780949237,0.96,13,0,0,1,cloudy,low,282.1,4,15.12
ORD100533,12.979440109696093,77.61359536618932,12.987866488021007,77.58348921842712,3.394,8,0,0,0,clear,medium,44.7,1,22.39
ORD102466,12.97382982101425,77.5989622630254,12.989730839839375,77.60605930774913,1.928,1,1,0,0,clear,high,285.6,4,15.78
ORD114145,12.982272184384346,77.61281304328541,12.984071704883958,77.59204191104645,2.259,20,0,0,1,clear,medium,190.8,1,20.07
ORD110809,12.980857438424085,77.60235599139482,12.990311572276543,77.58071985473481,2.569,22,3,0,0,clear,low,234.3,1,16.5
ORD114459,12.986951066404552,77.59232917209007,12.985493810977397,77.58655246124894,0.647,12,5,1,1,storm,medium,459.9,3,19.0
ORD132594,12.966910035116802,77.6025512956187,12.994648155606784,77.58206612498456,3.8,20,3,0,1,clear,high,441.8,6,26.9
ORD104570,12.977502039071688,77.6089529010043,12.990971316660874,77.59735599878897,1.955,15,1,0,0,storm,high,24.5,1,24.83
ORD104353,12.993528105097415,77.59084614205868,12.989508976032367,77.61131100049252,2.262,6,5,1,0,clear,low,571.3,4,14.74
ORD130506,12.962671834389397,77.61108016156498,12.992283457401527,77.6035511843243,3.392,3,1,0,0,clear,medium,449.2,2,20.47
ORD110852,12.981905043897454,77.59740687842266,12.994234605029641,77.60920558271013,1.875,17,0,0,0,cloudy,high,369.6,3,18.98
ORD132402,12.96765213682915,77.58682260548908,12.962257871419096,77.59447132066182,1.023,2,4,0,0,cloudy,low,128.3,2,7.87
ORD101554,12.967982792018214,77.60954703467802,12.992447410386845,77.59527848816043,3.129,12,4,0,1,cloudy,medium,85.4,2,23.33
ORD101744,12.974565389936291,77.58825002383426,12.980046631866683,77.59717769692095,1.143,20,3,0,1,clear,low,141.9,5,12.85
